"ID","Sex","Horn","BirthYear","BirthMonth","BirthDay","BirthWt","MumID","Twin","MumAge","dominance"
3928,"M","S",1998,4,9,2.0999999,3237,0,3,0.56
3930,"M","N",1998,4,12,2.9000001,2627,0,6,0.85
3931,"F","S",1998,4,12,2.5,2379,0,8,0.88
3932,"F","N",1998,4,13,2,2800,0,5,0.52
3933,"M","S",1998,4,14,2.4000001,3123,0,4,0.68
3934,"F","S",1998,4,12,2.20000005,3140,0,4,0.36
3936,"M","N",1998,4,14,2,3440,0,2,0.35
3937,"M","N",1998,4,13,3,2623,0,6,0.74
3938,"F","N",1998,4,15,1.60000002,3552,0,2,0.68
3939,"M","N",1998,4,16,1.70000005,2617,1,6,0.68
3940,"F","P",1998,4,15,1.39999998,2421,1,7,0.43
3941,"M","N",1998,4,15,1.5,2421,1,7,0.57
3942,"M","N",1998,4,16,2.70000005,2163,0,9,0.82
3943,"M","S",1998,4,15,1.70000005,3571,0,2,0.25
3944,"F","S",1998,4,16,1.79999995,3276,0,3,0.37
3945,"F","P",1998,4,16,1.5,2146,1,9,0.71
3946,"M","S",1998,4,16,1.70000005,2146,1,9,0.9
3947,"M","N",1998,4,17,2.4000001,3222,0,3,0.78
3948,"M","N",1998,4,16,1.60000002,3577,0,2,0.69
3949,"F","P",1998,4,17,2.9000001,2572,0,7,0.56
3950,"F","N",1998,4,16,2.29999995,3202,0,3,0.56
3951,"F","N",1998,4,16,2.29999995,2154,0,9,0.84
3952,"M","N",1998,4,16,2.29999995,2804,0,5,0.63
3953,"M","N",1998,4,17,2.5999999,2847,0,5,0.62
3954,"F","P",1998,4,17,2.70000005,2178,0,9,0.83
3955,"F","P",1998,4,17,2.70000005,2706,0,6,0.58
3956,"F","P",1998,4,17,2.4000001,2409,0,7,0.71
3957,"M","N",1998,4,17,2.0999999,3239,0,3,0.49
3958,"M","N",1998,4,18,1.70000005,2610,0,6,0.54
3960,"F","P",1998,4,18,2.4000001,3214,0,3,0.25
3961,"M","S",1998,4,18,2.0999999,2637,1,6,0.64
3962,"F","P",1998,4,18,1.60000002,2637,1,6,0.4
3963,"M","N",1998,4,16,1.5,2353,1,8,0.69
3964,"F","S",1998,4,16,1.5,2353,1,8,0.83
3966,"F","P",1998,4,15,1.79999995,3478,0,2,0.44
3967,"M","N",1998,4,17,1.70000005,2245,0,8,0.65
3968,"F","S",1998,4,16,1.60000002,2821,1,5,0.45
3973,"F","N",1998,4,18,1.60000002,2260,1,8,0.89
3974,"F","P",1998,4,18,2.4000001,3236,0,3,0.39
3976,"F","P",1998,4,18,2.20000005,2076,0,10,0.95
3978,"F","N",1998,4,18,1.70000005,2834,1,5,0.67
3979,"F","N",1998,4,18,1.70000005,2834,1,5,0.64
3980,"M","S",1998,4,19,1.79999995,3314,1,3,0.46
3981,"F","N",1998,4,19,1.60000002,3314,1,3,0.61
3982,"F","P",1998,4,19,1.70000005,2853,1,5,0.62
3983,"F","N",1998,4,19,1.79999995,2941,1,5,0.76
3984,"M","N",1998,4,19,1.79999995,2941,1,5,0.58
3985,"M","N",1998,4,19,1.70000005,2073,1,10,0.91
3986,"M","N",1998,4,19,1.5,2073,1,10,0.89
3987,"M","S",1998,4,19,2.0999999,3009,0,4,0.42
3988,"F","S",1998,4,19,2.20000005,2476,0,7,0.78
3990,"F","S",1998,4,21,2.20000005,2640,0,6,0.76
3991,"F","S",1998,4,21,1.79999995,2860,0,5,0.47
3993,"M","N",1998,4,20,2.9000001,2549,0,7,0.7
3994,"F","S",1998,4,20,2.5999999,2611,0,6,0.66
3995,"M","N",1998,4,20,2.79999995,3291,0,3,0.56
3997,"F","P",1998,4,20,2.5,3255,0,3,0.32
4000,"F","P",1998,4,21,2.4000001,2829,0,5,0.58
4001,"F","S",1998,4,20,2.29999995,2275,0,8,0.92
4002,"F","N",1998,4,21,2.70000005,2903,0,5,0.5
4004,"M","S",1998,4,20,2.20000005,3319,0,3,0.47
4005,"M","N",1998,4,20,2.29999995,2401,0,7,0.73
4006,"F","P",1998,4,22,2.4000001,3221,0,3,0.47
4008,"F","S",1998,4,22,2.5,2536,0,7,0.56
4009,"M","N",1998,4,21,2,2697,1,6,0.8
4010,"F","S",1998,4,21,1.29999995,2697,1,6,0.7
4011,"F","N",1998,4,21,2.5,3307,0,3,0.35
4013,"F","P",1998,4,22,2.0999999,2666,0,6,0.8
4014,"F","N",1998,4,21,1.89999998,2695,0,6,0.4
4015,"M","S",1998,4,22,2.20000005,3250,0,3,0.44
4017,"M","N",1998,4,20,2.79999995,2479,0,7,0.78
4018,"M","N",1998,4,22,1.5,2262,1,8,0.88
4019,"F","S",1998,4,22,1.60000002,2262,1,8,0.91
4020,"F","S",1998,4,23,2.20000005,2931,0,5,0.44
4021,"F","N",1998,4,22,2.29999995,2375,0,8,0.59
4022,"M","S",1998,4,23,1.79999995,2607,0,6,0.84
4023,"M","N",1998,4,21,1.5,3428,0,2,0.69
4024,"M","N",1998,4,20,2.4000001,3223,0,3,0.2
4026,"M","N",1998,4,23,2,2168,0,9,0.95
4027,"F","S",1998,4,22,2.70000005,2632,0,6,0.47
4028,"F","P",1998,4,23,2.29999995,3242,0,3,0.64
4029,"F","P",1998,4,23,2.5,2908,0,5,0.79
4030,"M","S",1998,4,23,2.4000001,2676,0,6,0.78
4032,"M","N",1998,4,22,2,3443,0,2,0.7
4035,"M","N",1998,4,24,2,2534,0,7,0.75
4036,"F","S",1998,4,24,2.29999995,2799,0,5,0.66
4037,"M","N",1998,4,22,2.4000001,3259,0,3,0.52
4038,"M","N",1998,4,23,2.79999995,2167,0,9,0.84
4039,"M","N",1998,4,24,2.4000001,3048,0,4,0.32
4041,"M","N",1998,4,23,2.5999999,2898,0,5,0.67
4042,"F","P",1998,4,23,2.20000005,3199,0,3,0.61
4044,"M","S",1998,4,24,1.89999998,2885,1,5,0.33
4045,"M","N",1998,4,23,2.5,3282,0,3,0.6
4047,"M","N",1998,4,24,1.60000002,3490,0,2,0.5
4048,"M","N",1998,4,25,2.4000001,2075,0,10,0.78
4049,"F","N",1998,4,23,2,3027,0,4,0.54
4050,"F","N",1998,4,24,2.5,2699,0,6,0.75
4051,"M","N",1998,4,25,1.79999995,2843,1,5,0.68
4052,"M","N",1998,4,25,2.20000005,2843,1,5,0.54
4053,"F","P",1998,4,24,2.0999999,3248,0,3,0.32
4054,"F","S",1998,4,25,1.89999998,3324,0,3,0.54
4055,"M","N",1998,4,25,1.39999998,2819,1,5,0.81
4056,"M","N",1998,4,24,2.4000001,2906,0,5,0.49
4058,"M","N",1998,4,24,1.70000005,3129,0,4,0.71
4059,"F","S",1998,4,25,2.29999995,2236,0,8,0.87
4060,"M","N",1998,4,25,1.89999998,3014,0,4,0.71
4061,"M","S",1998,4,25,2.5,2376,0,8,0.8
4062,"M","N",1998,4,20,1.60000002,3420,0,2,0.51
4063,"F","P",1998,4,24,2.20000005,2651,0,6,0.62
4064,"F","P",1998,4,25,2.29999995,2644,0,6,0.67
4065,"M","N",1998,4,23,2,2362,0,8,0.88
4067,"M","N",1998,4,23,1.60000002,2683,0,6,0.71
4068,"M","N",1998,4,25,1.89999998,2323,1,8,0.85
4069,"F","P",1998,4,25,2,2323,1,8,0.72
4070,"F","S",1998,4,25,2.5999999,2892,0,5,0.51
4071,"M","N",1998,4,25,2.20000005,3265,0,3,0.66
4072,"M","S",1998,4,22,1.60000002,3272,0,3,0.82
4073,"F","P",1998,4,25,1.70000005,2069,1,10,0.88
4074,"F","P",1998,4,25,1.60000002,2069,1,10,0.88
4075,"F","S",1998,4,25,1.60000002,2921,1,5,0.77
4076,"F","N",1998,4,25,1.5,2921,1,5,0.75
4077,"F","N",1998,4,25,2.4000001,3203,0,3,0.4
4078,"F","N",1998,4,26,2.0999999,2361,0,8,0.78
4079,"F","P",1998,4,22,1.39999998,3431,0,2,0.35
4081,"M","N",1998,4,25,2.79999995,2278,0,8,0.9
4082,"F","N",1998,4,27,2.9000001,2703,0,6,0.5
4085,"M","N",1998,4,27,2.20000005,3224,0,3,0.54
4086,"M","S",1998,4,26,2.79999995,2377,0,8,0.81
4087,"F","N",1998,4,26,2.9000001,3111,0,4,0.63
4088,"M","N",1998,4,28,2.29999995,2964,0,5,0.71
4090,"M","N",1998,4,25,2.9000001,1880,0,11,0.93
4091,"M","N",1998,4,27,2.5999999,2292,0,8,0.87
4092,"F","N",1998,4,29,1.29999995,2447,1,7,0.89
4093,"F","N",1998,4,29,1.70000005,2447,1,7,0.85
4094,"M","S",1998,4,28,1.79999995,2686,1,6,0.66
4095,"M","N",1998,4,28,2.20000005,2686,1,6,0.61
4096,"M","S",1998,4,29,2.5999999,2358,0,8,0.91
4097,"F","N",1998,4,26,2.79999995,3567,0,2,0.17
4098,"F","P",1998,5,1,2.4000001,1834,0,11,0.9
4099,"F","S",1998,4,30,2,3273,0,3,0.3
4100,"M","N",1998,4,26,2.0999999,2378,0,8,0.89
4103,"M","N",1998,4,29,2.70000005,2899,0,5,0.56
4104,"M","S",1998,4,30,2.5,3232,0,3,0.41
4105,"F","N",1998,4,27,3.20000005,2337,0,8,0.77
4106,"M","N",1998,4,27,2.0999999,3607,0,2,0.18
4107,"M","N",1998,4,27,1.39999998,3592,0,2,0.34
4108,"F","S",1998,5,1,3.20000005,2942,0,5,0.55
4110,"F","S",1998,4,28,2.4000001,3198,0,3,0.42
4112,"M","N",1998,4,29,2.0999999,2571,0,7,0.65
4113,"M","N",1998,4,26,1.70000005,3753,0,1,0.46
4114,"F","N",1998,5,2,1.89999998,3533,0,2,0.39
4116,"M","N",1998,5,1,2.79999995,3548,0,2,0.47
4118,"M","N",1998,5,5,3,1876,0,11,0.9
4119,"M","N",1998,4,20,1.29999995,2443,1,7,0.39
4120,"M","N",1998,5,8,2.20000005,2612,0,6,0.88
4196,"M","N",1999,4,6,2.5999999,2379,0,9,0.87
4197,"F","S",1999,4,9,2.5,2829,0,6,0.58
4199,"F","N",1999,4,11,2,2479,0,8,0.75
4201,"F","P",1999,4,15,1.70000005,3440,0,3,0.28
4202,"M","N",1999,4,14,2.5,3209,0,4,0.4
4203,"F","N",1999,4,17,1.89999998,2364,0,9,0.75
4204,"F","S",1999,4,16,1.89999998,3201,0,4,0.41
4205,"M","N",1999,4,18,2.5,2853,0,6,0.83
4206,"F","P",1999,4,17,2.4000001,3222,0,4,0.67
4207,"F","N",1999,4,14,1.70000005,3552,0,3,0.7
4210,"M","N",1999,4,19,2.4000001,3214,0,4,0.56
4211,"M","S",1999,4,18,2.20000005,3533,0,3,0.63
4212,"F","P",1999,4,18,2,3571,0,3,0.55
4214,"M","N",1999,4,19,1.60000002,3330,1,4,0.52
4215,"F","S",1999,4,19,2.5,2607,0,7,0.68
4216,"F","S",1999,4,18,2.0999999,3300,0,4,0.39
4217,"F","P",1999,4,16,2.20000005,2847,0,6,0.7
4218,"M","N",1999,4,18,2.5999999,3202,0,4,0.5
4219,"M","N",1999,4,19,2.4000001,3259,0,4,0.56
4220,"F","N",1999,4,19,2.4000001,3048,0,5,0.67
4221,"M","N",1999,4,16,1.39999998,2245,0,9,0.88
4222,"M","N",1999,4,20,2.5999999,2323,0,9,0.89
4223,"M","N",1999,4,20,2.4000001,2262,0,9,0.92
4226,"M","N",1999,4,19,2.0999999,2683,0,7,0.83
4229,"F","P",1999,4,19,1.79999995,3469,0,3,0.25
4230,"F","P",1999,4,18,2.29999995,2861,0,6,0.48
4232,"M","N",1999,4,18,1.79999995,2807,1,6,0.81
4233,"F","S",1999,4,18,1.39999998,2807,1,6,0.82
4234,"M","N",1999,4,22,2.0999999,3111,0,5,0.61
4235,"M","N",1999,4,21,2,3414,0,3,0.42
4236,"F","N",1999,4,18,2.70000005,2668,0,7,0.82
4238,"F","P",1999,4,21,2.20000005,3232,0,4,0.53
4239,"F","S",1999,4,22,2.5,3291,0,4,0.5
4241,"F","N",1999,4,21,1.39999998,2841,0,6,0.86
4242,"M","N",1999,4,21,2.4000001,3289,0,4,0.43
4243,"M","N",1999,4,22,2,3445,0,3,0.37
4244,"F","S",1999,4,22,2.0999999,3248,0,4,0.58
4245,"F","P",1999,4,23,2.5,2706,0,7,0.91
4246,"M","N",1999,4,19,2.5999999,2375,0,9,0.87
4247,"M","N",1999,4,19,1.89999998,3129,0,5,0.65
4251,"M","N",1999,4,20,1.70000005,2834,1,6,0.38
4252,"M","N",1999,4,20,1.89999998,2834,1,6,0.75
4253,"M","N",1999,4,24,1.5,2597,0,7,0.47
4254,"M","S",1999,4,24,2.20000005,2787,0,6,0.84
4255,"M","N",1999,4,24,2.4000001,3564,0,3,0.29
4256,"M","N",1999,4,23,3.20000005,3255,0,4,0.53
4258,"F","P",1999,4,24,2.70000005,2931,0,6,0.59
4259,"M","N",1999,4,24,2.0999999,2860,0,6,0.83
4261,"F","S",1999,4,19,1.89999998,3420,0,3,0.4
4262,"M","N",1999,4,23,2.20000005,3076,0,5,0.7
4263,"F","P",1999,4,25,2.9000001,3250,0,4,0.36
4264,"M","N",1999,4,25,2.9000001,2342,0,9,0.86
4265,"F","P",1999,4,23,2.20000005,3223,0,4,0.62
4266,"F","N",1999,4,21,1.79999995,3609,0,3,0.37
4269,"F","P",1999,4,24,2.20000005,2799,0,6,0.77
4271,"M","S",1999,4,24,1.5,2908,1,6,0.88
4272,"F","S",1999,4,25,2.70000005,3237,0,4,0.66
4273,"F","P",1999,4,25,1.70000005,3224,0,4,0.82
4275,"M","N",1999,4,23,2.9000001,2699,0,7,0.82
4277,"F","P",1999,4,24,2.9000001,3443,0,3,0.35
4278,"F","S",1999,4,24,2.0999999,2873,0,6,0.75
4279,"M","N",1999,4,26,2,3607,0,3,0.69
4280,"M","N",1999,4,18,1.60000002,2460,0,8,0.79
4281,"M","N",1999,4,22,2.5999999,2659,0,7,0.69
4282,"F","S",1999,4,25,2.29999995,2892,0,6,0.56
4283,"M","N",1999,4,28,3,2942,0,6,0.49
4284,"F","S",1999,4,26,2.0999999,2686,0,7,0.81
4285,"F","N",1999,4,28,2.29999995,3589,0,3,0.53
4286,"F","N",1999,4,28,2,3273,0,4,0.51
4287,"F","N",1999,4,25,3,2703,0,7,0.8
4288,"F","S",1999,4,28,2.79999995,3121,0,5,0.28
4289,"F","N",1999,4,25,2.0999999,3704,0,2,0.19
4290,"F","S",1999,4,25,2.70000005,3316,0,4,0.56
4291,"F","S",1999,4,25,2.9000001,3583,0,3,0.48
4294,"M","S",1999,4,22,2,3759,0,2,0.42
4296,"F","S",1999,4,26,2.4000001,3567,0,3,0.62
4297,"M","N",1999,4,30,2.70000005,3198,0,4,0.69
4298,"F","P",1999,4,26,2.20000005,3771,0,2,0.4
4299,"M","S",1999,4,30,2.4000001,2927,0,6,0.62
4300,"M","N",1999,5,2,2.4000001,2784,0,6,0.83
4301,"F","N",1999,4,28,2.0999999,3473,0,3,0.69
4302,"F","N",1999,5,3,2.70000005,3303,0,4,0.65
4304,"F","N",1999,5,3,1.79999995,3738,0,2,0.37
4305,"F","N",1999,5,5,2.4000001,2066,0,11,0.91
4307,"F","S",1999,4,30,1.39999998,2223,1,9,0.82
4378,"F","S",2000,3,30,1.70000005,2941,1,7,0.46
4379,"F","N",2000,3,30,1.79999995,2941,1,7,0.85
4381,"F","N",2000,4,2,1.89999998,3289,1,5,0.38
4382,"M","N",2000,4,3,2.3499999,3248,0,5,0.56
4383,"M","N",2000,4,5,2.5999999,3440,0,4,0.51
4384,"F","N",2000,4,6,2,3009,0,6,0.52
4385,"F","S",2000,4,6,2,3088,0,6,0.81
4386,"M","N",2000,3,31,3.29999995,2800,0,7,0.76
4387,"F","N",2000,4,8,3.1500001,2379,0,10,0.89
4389,"M","N",2000,4,5,2.29999995,3201,1,5,0.5
4390,"M","N",2000,4,10,1.54999995,3945,0,2,0.26
4391,"F","S",2000,4,13,1.10000002,3881,0,2,0.72
4392,"F","N",2000,4,11,1.39999998,2262,1,10,0.91
4393,"M","N",2000,4,11,1.85000002,2262,1,10,0.77
4395,"F","P",2000,4,10,1.29999995,3552,1,4,0.51
4398,"M","N",2000,4,9,3,3659,0,3,0.51
4399,"M","N",2000,4,11,2.9000001,3478,0,4,0.68
4400,"M","N",2000,4,12,1.89999998,2829,1,7,0.8
4401,"M","N",2000,4,12,2,2829,1,7,0.45
4404,"F","S",2000,4,12,2.5999999,3428,0,4,0.5
4406,"F","P",2000,4,14,2.5,2931,0,7,0.85
4407,"M","N",2000,4,11,3.5,2847,0,7,0.65
4408,"F","N",2000,4,14,3,3202,0,5,0.59
4409,"F","S",2000,4,14,2,4104,0,3,0.3
4411,"F","N",2000,4,14,2.20000005,3968,0,2,0.4
4412,"M","N",2000,4,13,1.89999998,2830,0,7,0.84
4413,"F","S",2000,4,15,2.70000005,3076,0,6,0.6
4414,"F","P",2000,4,16,1.89999998,3420,0,4,0.67
4415,"M","N",2000,4,15,2.29999995,3324,0,5,0.67
4416,"F","S",2000,4,14,1.75,4008,0,2,0.16
4417,"M","N",2000,4,15,2,4004,0,2,0.66
4418,"M","N",2000,4,16,2.25,2841,0,7,0.73
4419,"M","N",2000,4,15,2.0999999,2364,0,10,0.81
4420,"M","S",2000,4,15,2.5999999,3469,0,4,0.55
4421,"F","N",2000,4,15,2.29999995,3224,0,5,0.53
4422,"F","S",2000,4,12,2.5,2804,0,7,0.87
4423,"F","P",2000,4,15,2.4000001,3445,0,4,0.43
4424,"F","P",2000,4,13,2.5,3759,0,3,0.33
4425,"F","N",2000,4,16,2.3499999,2631,0,8,0.8
4426,"M","N",2000,4,16,2.0999999,4051,0,2,0.72
4427,"F","S",2000,4,16,1.70000005,3954,0,2,0.51
4428,"M","N",2000,4,16,2.4000001,2549,0,9,0.88
4429,"M","N",2000,4,16,3,3330,0,5,0.54
4430,"F","P",2000,4,17,3,3236,0,5,0.61
4432,"F","P",2000,4,16,1.95000005,3725,0,3,0.37
4433,"F","P",2000,4,17,1.79999995,2834,1,7,0.87
4434,"M","N",2000,4,17,1.5,2834,1,7,0.77
4435,"F","S",2000,4,16,2.20000005,3222,1,5,0.38
4436,"M","N",2000,4,16,1.54999995,3222,1,5,0.76
4437,"F","S",2000,4,15,2.79999995,2699,0,8,0.87
4438,"M","N",2000,4,17,2,3123,0,6,0.55
4439,"M","N",2000,4,16,2.70000005,2683,0,8,0.88
4440,"F","P",2000,4,17,2.79999995,3250,0,5,0.38
4441,"F","N",2000,4,11,4,2479,0,9,0.96
4442,"M","N",2000,4,18,2.45000005,3203,0,5,0.74
4443,"F","S",2000,4,17,1.89999998,2807,1,7,0.49
4444,"F","P",2000,4,17,2.5999999,2640,0,8,0.84
4445,"F","P",2000,4,17,1.70000005,2908,1,7,0.68
4446,"F","P",2000,4,17,1.79999995,2908,1,7,0.71
4447,"F","N",2000,4,17,2.20000005,2323,1,10,0.88
4448,"M","N",2000,4,17,2.25,2323,1,10,0.75
4449,"F","S",2000,4,17,2.20000005,3431,0,4,0.77
4450,"F","S",2000,4,18,2.5999999,3300,0,5,0.67
4451,"F","S",2000,4,18,2,2706,1,8,0.77
4452,"F","N",2000,4,18,1.89999998,2706,1,8,0.74
4453,"F","P",2000,4,17,2.20000005,3885,0,2,0.53
4454,"M","N",2000,4,17,2.4000001,2807,1,7,0.61
4455,"F","P",2000,4,12,3.5,2668,0,8,0.93
4456,"M","N",2000,4,18,2.9000001,3282,0,5,0.78
4457,"F","S",2000,4,15,2.9000001,3303,0,5,0.59
4458,"M","S",2000,4,17,2.5999999,3259,0,5,0.5
4459,"F","P",2000,4,19,2.5999999,3214,0,5,0.52
4461,"F","N",2000,4,18,2,3651,0,3,0.33
4464,"M","N",2000,4,16,2.70000005,3316,0,5,0.5
4465,"F","S",2000,4,18,2.0999999,3636,0,3,0.53
4468,"M","S",2000,4,18,2.5,3771,0,3,0.36
4469,"M","N",2000,4,17,2.70000005,2819,0,7,0.74
4470,"M","N",2000,4,20,2.70000005,4103,0,3,0.72
4472,"F","N",2000,4,21,1.60000002,3221,1,5,0.74
4473,"M","N",2000,4,21,1.5,3221,1,5,0.86
4474,"F","P",2000,4,19,3,3443,0,4,0.58
4477,"F","S",2000,4,19,2.4000001,3734,0,3,0.29
4478,"F","N",2000,4,20,2.79999995,3564,0,4,0.48
4481,"M","N",2000,4,21,2.29999995,3704,0,3,0.67
4482,"M","N",2000,4,21,2.5,3473,0,4,0.33
4483,"F","S",2000,4,21,1.89999998,2873,0,7,0.86
4484,"F","P",2000,4,18,1,4166,0,1,0.43
4489,"F","P",2000,4,22,1.60000002,3268,1,5,0.62
4490,"F","N",2000,4,13,4.5999999,2627,0,8,0.78
4491,"M","N",2000,4,22,2.4000001,3255,1,5,0.67
4492,"M","N",2000,4,22,2.5,3255,1,5,0.84
4493,"F","N",2000,4,12,3.70000005,3209,0,5,0.69
4494,"F","S",2000,4,21,2.8499999,3748,0,3,0.32
4495,"M","N",2000,4,19,2.9000001,3592,0,4,0.46
4496,"M","N",2000,4,22,2.5,4322,0,4,0.32
4497,"M","N",2000,4,22,2.4000001,2707,0,8,0.78
4498,"F","P",2000,4,22,2.4000001,2963,0,7,0.73
4499,"F","S",2000,4,22,2,2377,0,10,0.77
4500,"M","S",2000,4,19,3.9000001,3314,0,5,0.4
4501,"F","N",2000,4,20,3.0999999,3414,0,4,0.35
4502,"F","P",2000,4,20,2.5999999,3609,0,4,0.57
4503,"F","P",2000,4,23,2.79999995,3232,0,5,0.56
4504,"F","P",2000,4,23,2.5999999,2787,0,7,0.73
4505,"F","S",2000,4,23,2.4000001,3796,0,3,0.49
4508,"M","N",2000,4,16,3.5999999,3260,0,5,0.44
4509,"F","P",2000,4,24,2.70000005,2686,0,8,0.59
4510,"F","S",2000,4,24,2.0999999,3291,1,5,0.6
4511,"M","N",2000,4,24,1.89999998,3291,1,5,0.65
4513,"F","P",2000,4,21,2.0999999,3567,1,4,0.72
4515,"F","P",2000,4,23,2.70000005,3265,0,5,0.51
4517,"F","N",2000,4,17,1.64999998,4170,0,1,0.43
4518,"F","N",2000,4,24,3.20000005,3198,0,5,0.77
4520,"M","N",2000,4,25,3.0999999,2927,0,7,0.72
